W,I,web_name        ,team,T,VA/M ,VA/ML,p/g,p/gl,form,m% ,price,%   ,txn    ,gf ,120621
o,P,Aubameyang      ,ARS ,F,0.37 ,0.29 ,6.2,5.3 ,7.0 ,83 ,11.3 ,28.7,268404 ,16 ,      
o,C,Wilson          ,BOU ,F,0.59 ,0.59 ,6.1,6.1 ,5.5 ,98 ,7.0  ,39.6,99433  ,4  ,      
o,T,Alexander-Arnold,LIV ,D,0.67 ,0.72 ,5.6,5.9 ,8.3 ,85 ,5.4  ,29.4,77738  ,4  ,      
m,R,Jiménez         ,WOL ,F,0.45 ,0.42 ,4.7,4.5 ,5.3 ,92 ,6.0  ,16.0,72813  ,8  ,      
m,L,Sané            ,MCI ,M,0.44 ,0.75 ,6.2,9.1 ,8.0 ,57 ,9.5  ,11.7,70867  ,10 ,      
o,H,Kane            ,TOT ,F,0.3  ,0.26 ,5.7,5.2 ,7.3 ,99 ,12.5 ,28.3,66064  ,4  ,      
o,R,Fraser          ,BOU ,M,0.59 ,0.59 ,5.7,5.7 ,5.5 ,94 ,6.3  ,27.5,62005  ,4  ,      
 ,V,van Dijk        ,LIV ,D,0.48 ,0.48 ,4.9,4.9 ,7.5 ,97 ,6.1  ,19.6,52645  ,5  ,      
o,M,Doherty         ,WOL ,D,0.5  ,0.48 ,4.5,4.4 ,3.5 ,97 ,5.0  ,18.5,51893  ,5  ,      
o,F,Felipe Anderson ,WHU ,M,0.33 ,0.33 ,4.4,4.4 ,5.8 ,92 ,7.2  ,12.4,46418  ,6  ,      
 ,L,Torreira        ,ARS ,M,0.14 ,0.18 ,2.7,2.9 ,4.0 ,78 ,5.0  ,3.1 ,44193  ,24 ,      
o,R,Richarlison     ,EVE ,M,0.52 ,0.56 ,5.7,6.0 ,4.5 ,82 ,7.1  ,32.0,42832  ,2  ,      
 ,A,Lacazette       ,ARS ,F,0.32 ,0.42 ,5.1,6.0 ,3.3 ,71 ,9.6  ,9.6 ,40056  ,7  ,      
m,A,Mitrovic        ,FUL ,F,0.4  ,0.4  ,4.7,4.7 ,5.5 ,100,6.7  ,19.0,37017  ,3  ,      
 ,J,Chicharito      ,WHU ,F,0.17 ,0.56 ,3.1,5.5 ,4.3 ,37 ,6.3  ,2.5 ,35085  ,24 ,      
o,H,Son             ,TOT ,M,0.2  ,0.27 ,3.7,4.3 ,5.5 ,42 ,8.4  ,3.4 ,32952  ,16 ,      
o,L,Fabianski       ,WHU ,G,0.46 ,0.46 ,4.1,4.1 ,5.5 ,100,4.6  ,15.0,32847  ,4  ,      
 ,H,Bellerín        ,ARS ,D,0.15 ,0.22 ,2.8,3.2 ,1.0 ,97 ,5.4  ,11.0,31731  ,5  ,      
m,S,Kolasinac       ,ARS ,D,0.29 ,0.41 ,3.4,4.0 ,3.8 ,31 ,4.9  ,1.2 ,31323  ,44 ,      
o,R,Sterling        ,MCI ,M,0.58 ,0.58 ,8.7,8.7 ,6.8 ,76 ,11.6 ,21.1,25447  ,2  ,      
 ,S,Rondón          ,NEW ,F,0.29 ,0.38 ,3.7,4.2 ,6.3 ,48 ,5.8  ,1.8 ,21272  ,20 ,      
o,A,Wan-Bissaka     ,CRY ,D,0.36 ,0.36 ,3.5,3.5 ,3.8 ,92 ,4.2  ,28.6,18917  ,1  ,      
 ,C,Eriksen         ,TOT ,M,0.18 ,0.26 ,3.7,4.4 ,5.5 ,62 ,9.2  ,5.4 ,18547  ,6  ,      
 ,R,Snodgrass       ,WHU ,M,0.02 ,0.23 ,2.1,3.2 ,4.3 ,60 ,5.3  ,0.4 ,15702  ,66 ,      
 ,S,Mustafi         ,ARS ,D,0.15 ,0.09 ,2.8,2.5 ,2.8 ,99 ,5.4  ,1.6 ,12900  ,14 ,      
 ,J,Maddison        ,LEI ,M,0.38 ,0.41 ,4.6,4.8 ,4.0 ,81 ,6.8  ,5.8 ,11289  ,3  ,      
m,S,Armstrong       ,SOU ,M,0.18 ,0.78 ,2.9,6.0 ,6.3 ,35 ,5.1  ,0.7 ,10770  ,26 ,      
 ,R,Mahrez          ,MCI ,M,0.28 ,0.48 ,4.4,6.1 ,5.0 ,50 ,8.5  ,3.0 ,9671   ,5  ,      
 ,L,Dunk            ,BHA ,D,0.31 ,0.33 ,3.4,3.5 ,4.0 ,88 ,4.5  ,4.8 ,9483   ,3  ,      
 ,S,March           ,BHA ,M,0.25 ,0.29 ,3.3,3.5 ,4.5 ,81 ,5.1  ,1.4 ,9479   ,11 ,      
 ,A,Alisson         ,LIV ,G,0.53 ,0.54 ,5.0,5.1 ,6.3 ,100,5.7  ,20.8,9018   ,1  ,      
o,M,Keane           ,EVE ,D,0.58 ,0.58 ,4.9,4.9 ,4.3 ,80 ,5.0  ,4.7 ,7404   ,3  ,      
 ,C,Cédric          ,SOU ,D,0.2  ,0.25 ,2.9,3.1 ,3.3 ,97 ,4.4  ,4.7 ,7227   ,3  ,      
 ,R,Loftus-Cheek    ,CHE ,M,0.62 ,1.15 ,5.2,8.0 ,4.0 ,15 ,5.2  ,0.7 ,6863   ,17 ,      
