W,I,web_name,team,T,VA/M,VA/ML,p/g,p/gl,form,min,price,%,txn,gf,081112
,D,De Gea,MUN,G,0.17,-0.33,3.0,0.0,3.0,90,6.0,30.2,740,0,
,T,Courtois,CHE,G,-0.36,-0.36,0.0,0.0,0.0,0,5.5,1.5,-9880,-14,
,K,Kepa,CHE,G,0.73,-0.36,6.0,0.0,6.0,90,5.5,2.9,2315,2,
,A,Alisson,LIV,G,-0.36,-0.36,0.0,0.0,0.0,0,5.5,14.0,1231,0,
,E,Ederson,MCI,G,-0.36,-0.36,0.0,0.0,0.0,0,5.5,17.4,1809,0,
,H,Lloris,TOT,G,0.0,-0.36,2.0,0.0,2.0,90,5.5,8.5,1532,0,
,P,Cech,ARS,G,-0.4,-0.4,0.0,0.0,0.0,0,5.0,1.6,349,0,
,B,Leno,ARS,G,-0.4,-0.4,0.0,0.0,0.0,0,5.0,2.5,-63,0,
,T,Heaton,BUR,G,-0.4,-0.4,0.0,0.0,0.0,0,5.0,0.1,-46,-1,
,N,Pope,BUR,G,-0.4,-0.4,0.0,0.0,0.0,0,5.0,0.5,-645,-3,
,W,Caballero,CHE,G,-0.4,-0.4,0.0,0.0,0.0,0,5.0,0.2,-45,0,
,J,Pickford,EVE,G,-0.4,-0.4,0.0,0.0,0.0,0,5.0,21.6,826,0,
,K,Schmeichel,LEI,G,0.0,-0.4,2.0,0.0,2.0,90,5.0,5.3,747,0,
,S,Mignolet,LIV,G,-0.4,-0.4,0.0,0.0,0.0,0,5.0,0.2,-3,0,
,L,Karius,LIV,G,-0.4,-0.4,0.0,0.0,0.0,0,5.0,0.2,-61,-1,
,C,Bravo,MCI,G,-0.4,-0.4,0.0,0.0,0.0,0,5.0,0.3,-14,0,
,S,Romero,MUN,G,-0.4,-0.4,0.0,0.0,0.0,0,5.0,0.1,-125,-3,
,L,Grant,MUN,G,-0.4,-0.4,0.0,0.0,0.0,0,5.0,0.0,10,0.0,
,M,Dubravka,NEW,G,0.0,-0.4,2.0,0.0,2.0,90,5.0,0.4,13,0,
,M,Vorm,TOT,G,-0.4,-0.4,0.0,0.0,0.0,0,5.0,0.1,-57,-1,
~,~,~~~~~~~~,~~~~,~,~~~~,-0.43,~~~,~~~~,~~~~,~~~,~~~~~,~,~~~,~~,~~~~~~
m,A,Begovic,BOU,G,0.89,-0.44,6.0,0.0,6.0,90,4.5,4.8,201,0,
,M,Ryan,BHA,G,0.0,-0.44,2.0,0.0,2.0,90,4.5,5.5,-204,0,
,A,Lindegaard,BUR,G,-0.44,-0.44,0.0,0.0,0.0,0,4.5,0.2,-13,0,
,J,Hart,BUR,G,-0.44,-0.44,0.0,0.0,0.0,0,4.5,4.4,395,0,
