W,I,web_name,team,T,VA/M,VA/ML,p/g,p/gl,form,min,price,%,txn,gf,081112
,D,Welbeck,ARS,F,-0.31,-0.31,0.0,0.0,0.0,0,6.5,0.6,-1479,-5,
m,A,Lacazette,ARS,F,-0.21,-0.21,0.0,0.0,0.0,0,9.5,4.4,-288,0,
m,P,Aubameyang,ARS,F,-0.18,-0.18,0.0,0.0,0.0,0,11.0,20.3,548,0,
m,C,Wilson,BOU,F,0.83,-0.33,7.0,0.0,7.0,90,6.0,3.2,372,0,
,L,Mousset,BOU,F,-0.2,-0.4,1.0,0.0,1.0,1,5.0,0.3,55,0,
,J,King,BOU,F,0.0,-0.31,2.0,0.0,2.0,90,6.5,8.2,-152,0,
,J,Defoe,BOU,F,-0.17,-0.33,1.0,0.0,1.0,1,6.0,1.0,75,0,
,G,Murray,BHA,F,0.0,-0.31,2.0,0.0,2.0,90,6.5,0.8,-45,0,
,T,Hemed,BHA,F,-0.4,-0.4,0.0,0.0,0.0,0,5.0,0.3,-7,0,
,S,Baldock,BHA,F,-0.44,-0.44,0.0,0.0,0.0,0,4.5,0.5,-795,-3,
,J,Locadia,BHA,F,-0.36,-0.36,0.0,0.0,0.0,0,5.5,0.1,3,0,
,F,Andone,BHA,F,-0.4,-0.4,0.0,0.0,0.0,0,5.0,0.1,-76,-2,
,S,Vokes,BUR,F,-0.36,-0.36,0.0,0.0,0.0,0,5.5,1.2,68,0,
,A,Barnes,BUR,F,-0.33,-0.33,0.0,0.0,0.0,0,6.0,1.1,48,0,
,N,Wells,BUR,F,-0.44,-0.44,0.0,0.0,0.0,0,4.5,2.3,235,0,
,C,Wood,BUR,F,-0.31,-0.31,0.0,0.0,0.0,0,6.5,0.5,-180,-1,
,M,Vydra,BUR,F,-0.33,-0.33,0.0,0.0,0.0,0,6.0,0.2,-125,-1,
,K,Zohore,CAR,F,-0.4,-0.4,0.0,0.0,0.0,0,5.0,0.8,-128,0,
,O,Bogle,CAR,F,-0.44,-0.44,0.0,0.0,0.0,0,4.5,0.3,-562,-4,
,G,Madine,CAR,F,-0.22,-0.44,1.0,0.0,1.0,2,4.5,1.2,300,1,
,B,Reid,CAR,F,0.0,-0.36,2.0,0.0,2.0,87,5.5,0.7,47,0,
,O,Giroud,CHE,F,-0.25,-0.25,0.0,0.0,0.0,0,8.0,4.2,-980,0,
,Á,Morata,CHE,F,0.0,-0.22,2.0,0.0,2.0,90,9.0,3.3,-343,0,
,T,Abraham,CHE,F,-0.36,-0.36,0.0,0.0,0.0,0,5.5,0.2,-22,0,
m,W,Zaha,CRY,F,0.43,-0.29,5.0,0.0,5.0,90,7.0,31.1,1058,0,
,C,Benteke,CRY,F,0.0,-0.31,2.0,0.0,2.0,82,6.5,1.3,273,0,
,A,Sørloth,CRY,F,-0.2,-0.4,1.0,0.0,1.0,7,5.0,0.3,-7,0,
,C,Wickham,CRY,F,-0.4,-0.4,0.0,0.0,0.0,0,5.0,0.2,-388,-4,
