W,I,web_name,team,T,VA/M,VA/ML,p/g,p/gl,form,min,price,%,txn,gf,081112
,C,Azpilicueta,CHE,D,0.62,-0.31,6.0,0.0,6.0,90,6.5,16.3,-730,0,
m,M,Alonso,CHE,D,1.08,-0.31,9.0,0.0,9.0,90,6.5,16.1,833,0,
,N,Otamendi,MCI,D,-0.31,-0.31,0.0,0.0,0.0,0,6.5,9.0,-251,0,
,K,Walker,MCI,D,-0.31,-0.31,0.0,0.0,0.0,0,6.5,12.2,475,0,
,A,Valencia,MUN,D,-0.31,-0.31,0.0,0.0,0.0,0,6.5,0.9,-1167,-3,
,V,Moses,CHE,D,-0.17,-0.33,1.0,0.0,1.0,9,6.0,4.6,-1572,-1,
,A,Rüdiger,CHE,D,0.67,-0.33,6.0,0.0,6.0,90,6.0,3.0,110,0,
,V,van Dijk,LIV,D,-0.33,-0.33,0.0,0.0,0.0,0,6.0,18.2,1797,0,
o,A,Robertson,LIV,D,-0.33,-0.33,0.0,0.0,0.0,0,6.0,15.5,128,0,
,B,Mendy,MCI,D,-0.33,-0.33,0.0,0.0,0.0,0,6.0,9.6,766,0,
,C,Smalling,MUN,D,-0.33,-0.33,0.0,0.0,0.0,0,6.0,3.5,-5420,-3,
,A,Young,MUN,D,-0.33,-0.33,0.0,0.0,0.0,0,6.0,2.2,-1844,-2,
,T,Alderweireld,TOT,D,-0.33,-0.33,0.0,0.0,0.0,0,6.0,3.6,-2038,-1,
,D,Rose,TOT,D,-0.33,-0.33,0.0,0.0,0.0,0,6.0,1.5,-752,-1,
,J,Vertonghen,TOT,D,1.0,-0.33,8.0,0.0,8.0,90,6.0,9.3,6031,1,
,B,Davies,TOT,D,0.0,-0.33,2.0,0.0,2.0,90,6.0,9.2,-382,0,
,K,Trippier,TOT,D,-0.33,-0.33,0.0,0.0,0.0,0,6.0,26.4,-8937,-1,
,D,Sánchez,TOT,D,0.5,-0.33,5.0,0.0,5.0,90,6.0,2.8,790,1,
,S,Aurier,TOT,D,0.5,-0.33,5.0,0.0,5.0,90,6.0,1.1,766,1,
,L,Koscielny,ARS,D,-0.36,-0.36,0.0,0.0,0.0,0,5.5,0.1,-232,-5,
,H,Bellerín,ARS,D,-0.36,-0.36,0.0,0.0,0.0,0,5.5,15.9,150,0,
,N,Monreal,ARS,D,-0.36,-0.36,0.0,0.0,0.0,0,5.5,0.9,-1020,-2,
,S,Mustafi,ARS,D,-0.36,-0.36,0.0,0.0,0.0,0,5.5,1.5,-3,0,
,S,Sokratis,ARS,D,-0.36,-0.36,0.0,0.0,0.0,0,5.5,2.8,22,0,
,G,Cahill,CHE,D,-0.36,-0.36,0.0,0.0,0.0,0,5.5,1.5,-418,-1,
o,D,David Luiz,CHE,D,0.55,-0.36,5.0,0.0,5.0,90,5.5,3.7,1451,1,
,A,Christensen,CHE,D,-0.36,-0.36,0.0,0.0,0.0,0,5.5,1.3,-707,-1,
,D,Zappacosta,CHE,D,-0.36,-0.36,0.0,0.0,0.0,0,5.5,0.3,-117,-1,
,E,Emerson,CHE,D,-0.36,-0.36,0.0,0.0,0.0,0,5.5,0.2,-101,-1,
m,P,van Aanholt,CRY,D,1.27,-0.36,9.0,0.0,9.0,90,5.5,5.3,424,0,
,L,Baines,EVE,D,-0.36,-0.36,0.0,0.0,0.0,0,5.5,1.9,32,0,
,S,Coleman,EVE,D,-0.36,-0.36,0.0,0.0,0.0,0,5.5,3.2,88,0,
,Y,Mina,EVE,D,-0.36,-0.36,0.0,0.0,0.0,0,5.5,2.2,-2451,-2,
,H,Maguire,LEI,D,-0.18,-0.36,1.0,0.0,1.0,90,5.5,16.9,45,0,
,J,Stones,MCI,D,-0.36,-0.36,0.0,0.0,0.0,0,5.5,9.3,1245,0,
,V,Kompany,MCI,D,-0.36,-0.36,0.0,0.0,0.0,0,5.5,2.5,460,0,
,D,Danilo,MCI,D,-0.36,-0.36,0.0,0.0,0.0,0,5.5,1.2,-123,0,
,A,Laporte,MCI,D,-0.36,-0.36,0.0,0.0,0.0,0,5.5,1.3,157,0,
,F,Delph,MCI,D,-0.36,-0.36,0.0,0.0,0.0,0,5.5,0.4,-23,0,
,P,Jones,MUN,D,-0.36,-0.36,0.0,0.0,0.0,0,5.5,3.4,-9415,-6,
,E,Bailly,MUN,D,0.0,-0.36,2.0,0.0,2.0,90,5.5,3.3,4742,3,
,J,Dalot,MUN,D,-0.36,-0.36,0.0,0.0,0.0,0,5.5,0.0,-104,0.0,
,A,Cresswell,WHU,D,-0.36,-0.36,0.0,0.0,0.0,0,5.5,2.2,-98,0,
,S,Kolasinac,ARS,D,-0.4,-0.4,0.0,0.0,0.0,0,5.0,0.7,-1497,-5,
,K,Mavropanos,ARS,D,-0.4,-0.4,0.0,0.0,0.0,0,5.0,0.2,2,0,
,S,Lichtsteiner,ARS,D,-0.4,-0.4,0.0,0.0,0.0,0,5.0,2.6,411,0,
,N,Aké,BOU,D,0.8,-0.4,6.0,0.0,6.0,90,5.0,3.6,647,0,
,M,Lowton,BUR,D,-0.4,-0.4,0.0,0.0,0.0,0,5.0,1.0,-42,0,
,B,Mee,BUR,D,-0.4,-0.4,0.0,0.0,0.0,0,5.0,4.9,-103,0,
,S,Ward,BUR,D,-0.4,-0.4,0.0,0.0,0.0,0,5.0,2.6,-103,0,
,J,Tarkowski,BUR,D,-0.4,-0.4,0.0,0.0,0.0,0,5.0,10.0,-219,0,
